Unnamed: 0,rating,review,clean_review
5394,1,ek pan item ma levanu nathi.,ek pan item levanu nathi
5395,5,everything was tasteless except tomato poori vadapav was a joke&amp; instructions was not followed ,everything tasteless except tomato poori vadapav jokeamp instructions followed
5396,5,Sorry to say bt this is really very bad in taste <br/><br/>It’s like not fresh food serve frm this Jalaram house,sorry say bt really bad taste brbrits like fresh food serve frm jalaram house
5397,5,Food was terrible everything was burnt no quality nothing,food terrible everything burnt quality nothing
5398,1,tla hua besan vala mirchi bahut kam dete hai,tla hua besan vala mirchi very kam dete hai
5399,5,The delivery was too late and the food got cold,delivery late food got cold
5400,5,very bad service. the order was delayed beyond tolerance. will never order from here again,bad service order delayed beyond tolerance never order
5401,5,how bhakavas,bhakavas
5402,1,The order was so late that it took 1.15 mins to drop the food,order late took mins drop food
5403,1,I didn't get what I wanted I ordered 1 Paneer chilly and 1 dry Manchurian but I get 2 Paneer chilly ,didnt get wanted ordered paneer chilly dry manchurian get paneer chilly
5404,5,bakwas restaurant pl do not order this restaurant because food is very cold Nd very spicy,bad restaurant pl order restaurant food cold nd spicy
5405,5,"poorly packed, cold when arrived after 45 minutes.",poorly packed cold arrived minutes
5406,5,khaman is very bad locha also not fresh in khaman,khaman bad locha also fresh khaman
5407,5,masala and oil was missing,masala oil missing
5408,5,Pathatic taste … didn’t come up with my full order… when I argue about it they shout back on me tht “ek order diya to khareed nahi liya” totally disappointed…i will order from zomato again and i make sure nobody even choose zomato,pathatic taste didnt come full order argue shout back tht ek order diya khareed nahi liya totally disappointedi order zomato make sure nobody even choose zomato
5409,1,only 5 samaos in 199 ₹,samaos
5410,5,worst packaging. uncooked food . looting the costumers. worst services. if I get a chance to give minus rating I will definitely do it .. even I am posting same on Google<br/>guys please avoid this kind of resturants .<br/>Zomato please avoid this kind of restaurants which lowersthe standard of food and you valuable services.,worst packaging uncooked food looting costumers worst services get chance give minus rating definitely even posting googlebrguys please avoid kind resturants brzomato please avoid kind restaurants lowersthe standard food valuable services
5411,5,"how can we supposed to eat without spoon ,brain dead delivery guy and shopkeeper.",supposed eat without spoon brain dead delivery guy shopkeeper
5412,1,well mannered delivery boy,well mannered delivery boy
5413,5,very bad taste and quality,bad taste quality
5414,5,taste was pathetic and it was like old stuff,taste pathetic like old stuff
5415,5,"The owner is very rude. I called him regarding the bad food quality and then instead of accepting his mistake he said ""sir chlta hai itna hota hai itna headache lene ki jarurat nhi hai"" and then he cutted the call. The taste of Mayo pav was really very bad as it was smelling.<br/><br/> I have never seen such a rude food shop owner.<br/> ",owner rude called regarding bad food quality instead accepting mistake said sir chlta hai itna hota hai itna headache lene ki jarurat nhi hai cutted call taste mayo pav really bad smellingbrbr never seen rude food shop ownerbr
5416,5,Need to improve packaging ,need improve packaging
5417,5,missing item of 200ml sprite bottle in order,missing item ml sprite bottle order
5418,5,"very poor taste, half cooked, smelt like humid smelly socks",poor taste half cooked smelt like humid smelly socks
5419,5,"very bad no onions,,...,.........,...okokokokkokkkk",bad onionsokokokokkokkkk
5420,5,Its normal vada pav which is charged more on the name of mexican,normal vada pav charged name mexican
5421,5,Very delay to prepare the order,delay prepare order
5422,5,This is very ridiculous ,ridiculous
5423,5,low quantity ,low quantity
5424,5,poor packaging,poor packaging
5425,1,read order perfect,read order perfect
5426,1,1st time I feel bed test of jani,st time feel bed test jani
5427,4,Fafda and samosa had poor quality. Fafda was very oily and samosas were soggy. patudi was nice.,fafda samosa poor quality fafda oily samosas soggy patudi nice
5428,1,quantity is to less as compared to price,quantity less compared price
5429,1,Highly disappointed,highly disappointed
5430,1,Poha was very dry and the quantity was very less. Price very high for such miserly quantity.,poha dry quantity less price high miserly quantity
5431,1,Order half received,order half received
5432,2,little price is high otherwise great test,little price high otherwise great test
5433,5,Should have mentioned quality.,mentioned quality
5434,3,very bad experience ,bad experience
5435,5,Delicious,delicious
5436,5,paid extra for sev but sev mising...no sev with khaman,paid extra sev sev misingno sev khaman
5437,5,worst taste of naacho locho and samosa as well,worst taste naacho locho samosa well
5438,5,Jani has been a brand operational in Surat from quite a long time but the things have become overpriced now. The quantity can be improved especially in the delivery. ,jani brand operational surat quite long time things become overpriced quantity improved especially delivery
5439,5,"as usual, this restaurant delivers sub par or stale product for delivery orders",usual restaurant delivers sub par stale product delivery orders
5440,5,dilevery boy was sooo good,dilevery boy sooo good
5441,5,Stale and very bad food,stale bad food
5442,5,"butter should be in dish, not in the container",butter dish container
5443,5,supar,supar
5444,5,Rates in Zomato from this outlet are higher than actual on counter rates,rates zomato outlet higher actual counter rates
5445,5,"I have paid 124 rs for just 8 pieces, just ridiculous",paid rs pieces ridiculous
5446,1,nice,nice
5447,5,not good,good
5448,5,food quantity not as per the rate and quality also not that great. not worthy to order from here,food quantity per rate quality also great worthy order
5449,1,Khamani was not fresh nor khaman both were badly stinking we threw,khamani fresh khaman badly stinking threw
5450,5,they charged double and cheated us. Zomato sucks bad time,charged double cheated us zomato sucks bad time
5451,3,I always use to have from same palace but today totaly diffrent taste,always use palace today totaly diffrent taste
5452,5,Chutney was not good and very sweet<br/>Please you need to do it properly,chutney good sweetbrplease need properly
5453,5,cheese samosa was not good at all. it was too much oily and not even crunchy.,cheese samosa good much oily even crunchy
5454,5,very less quantity as per price price is double and quantity is not even 50%<br/>,less quantity per price price double quantity even br
5455,1,we ordered 250 gms sev and they delivered 63 gms sev,ordered gms sev delivered gms sev
5456,1,wrong item received me,wrong item received
5457,1,I asked for spoons with Orders but there are no spoons with order. Very disappointed. And very Bad services<br/>..... ,asked spoons orders spoons order disappointed bad servicesbr
5458,2,order came too late and they didnt even provide spoons,order came late didnt even provide spoons
5459,3,bakwas ,bad
5460,5,"Delayed Order And Very Very Very Less Quantity Compare to Price, Quantity Like Zero Compare to Other Food Provider ",delayed order less quantity compare price quantity like zero compare food provider
5461,1,its to late delivery from restaurant,late delivery restaurant
5462,1,Just because I want to give my review that is why I am giving 1 star… otherwise they are not deserve only 1 star… rude staff… cheap food.. bad taste…,want give review giving star otherwise deserve star rude staff cheap food bad taste
5463,1,paisa pramane quality nathi👎,paisa pramane quality nathi
5464,1,you decrease the quantity and proce is still the same it isn't fair I mean if you've lesser the quantity price should be reduced too otherwise do it like it was before and it'd be good and try to not take so much time to make it and let people wait thanks ,decrease quantity proce still isnt fair mean youve lesser quantity price reduced otherwise like itd good try take much time make let people wait thanks
